id,amount_tsh,longitude,latitude
75,0,34.5688417,-8.91716508
31626,0,33.82643865,-9.52747959
3181,0,30.35823687,-5.56948805
43098,0,33.24244114,-9.31914172
37008,1000,37.82287905,-4.14888473
34853,0,33.93868915,-9.61165417
48752,0,37.35509612,-3.40154092
31132,0,33.10016187,-3.81255032
37562,500,36.65057433,-3.2526794
28740,0,33.10623082,-9.03216574
30257,0,34.96353666,-4.67802251
53212,0,37.95878138,-4.43495404
40729,0,36.97044487,-3.34985393
48695,750,29.88356158,-4.59970578
35140,0,38.93735313,-6.70497547
46814,0,33.35805782,-2.07269915
7721,0,37.08879175,-6.01081035
63695,0,34.64498869,-4.74212404
7171,0,32.16614798,-3.64794666
58838,0,32.91684591,-2.84922488
61046,20,38.4687019,-5.13246175
68347,0,33.00023911,-2.07363796
14746,0,34.98778437,-4.64321463
14952,10,39.33063258,-10.99280378
64334,0,35.53081946,-4.50268446
72374,0,33.333789,-8.95920754
33169,0,33.2773436,-4.20136566
4907,500,37.50789059,-6.26635194
49994,0,33.0591187,-8.5683947
59588,0,38.9738897,-5.12551864
46893,50,36.83283068,-6.09538776
16944,0,31.73311371,-2.47636967
35828,0,35.62759083,-6.03113722
24377,0,39.09126059,-4.9549518
51694,2000,35.06153079,-7.91507677
70241,0,31.80083428,-1.31490138
1780,2000,35.87761667,-7.42197042
39490,0,38.70152604,-5.13617489
21704,6,37.43964118,-3.31993627
35193,0,39.24417821,-7.36829284
24948,500,34.63225535,-8.72031632
6076,100,38.79470824,-10.57239234
18451,0,37.5816604,-3.2649629
13042,0,0,-2.00E-08
34877,5000,34.3039125,-9.5043126
10891,0,32.50515031,-3.91165507
33500,0,0,-2.00E-08
1012,0,39.76790839,-10.37243798
4321,1000,35.62422947,-7.86001982
41162,0,31.04447027,-7.50921781
31957,0,31.45223354,-1.29523982
15815,0,35.06630886,-5.85530454
47462,0,35.63768716,-6.32118
28110,0,33.0849318,-3.75139073
52448,0,35.91196769,-5.79362559
18832,0,36.76604605,-3.39285751
62720,250,30.12658076,-4.43681809
14326,0,37.56451071,-4.18247567
36933,0,33.30381177,-8.95958218
65093,100,38.80660601,-10.56479172
50139,0,33.69121711,-9.45005507
36455,0,32.74750562,-5.630633
49732,0,32.71120577,-8.81026548
20200,0,33.06037263,-3.83408324
43777,0,30.5365143,-3.79134872
42497,0,34.73579846,-11.16676157
52601,0,36.36552941,-8.77905499
65530,0,39.11013687,-4.75461109
73024,0,37.67816216,-3.69879186
18842,0,31.35287524,-7.68709583
9474,250,30.01709818,-4.33258278
44434,0,30.70845573,-3.59108444
36366,0,33.83495799,-3.76408399
47236,0,36.65864318,-3.3307891
8633,500,30.39148972,-5.10506992
71487,0,0,-2.00E-08
46268,0,37.29307888,-3.2217387
36093,0,33.99969741,-3.56849388
2591,500,31.53969095,-7.90807484
69669,0,30.74937852,-3.41197674
67377,0,37.59776312,-6.89558991
51185,0,34.84539417,-4.26244399
24049,0,36.90794506,-3.17881406
70835,10,35.73363834,-3.30450464
74176,0,37.37037474,-3.30815036
68037,0,35.86593887,-5.97347421
10992,0,39.73445071,-10.84665973
45886,0,33.04857289,-1.84987437
64793,0,32.6262126,-9.24781007
40808,0,38.69103275,-10.87666127
62565,0,30.51219714,-2.50530793
70379,0,0,-2.00E-08
10089,0,33.02122705,-3.74548548
37364,0,33.76897675,-9.57524712
43345,0,33.43091711,-4.38908379
39310,0,31.87632762,-3.15255484
59713,0,0,-2.00E-08
28945,0,33.59620292,-9.3522683
5074,0,35.25506862,-4.30052711
54009,0,39.68832862,-7.9593708
35563,0,36.03263045,-10.53104474
17668,0,33.61237059,-8.87481184
30390,0,33.8783666,-9.63286017
1298,0,30.71672742,-1.28905466
2993,0,38.86287361,-7.16541013
63712,0,30.4743807,-3.59878746
61979,0,32.0258239,-8.93900583
39704,0,40.30198716,-10.32095944
29191,0,38.78345753,-5.10821911
35649,0,34.29424585,-8.6421956
15840,0,40.11676805,-10.28367558
45415,0,0,-2.00E-08
8055,0,36.35396378,-6.22393508
51403,0,0,-2.00E-08
33963,0,39.46211242,-8.85092324
21669,0,31.36602526,-7.97201012
7900,0,0,-2.00E-08
337,600,29.69182833,-4.83944178
17861,200,34.89217109,-11.35532944
13195,0,36.04584041,-5.92990107
54722,0,38.36129061,-9.94014777
2845,0,34.59648052,-9.08290229
17111,0,32.94752532,-9.32481172
21338,0,33.50643109,-3.28863325
49326,0,34.06791698,-3.17625599
15358,5000,37.16959606,-10.87676104
33040,0,35.70202678,-5.63404591
40592,1000,34.41769364,-9.21264691
29513,200,36.85533064,-7.95071025
51163,0,31.86585448,-8.65868897
40920,0,33.46782217,-4.03006799
65101,200,36.714157,-8.73986417
21127,0,36.55763103,-6.23339413
67822,2000,36.6901363,-3.34459861
14135,0,35.51442025,-4.41280954
10458,0,37.52655685,-3.3144532
32089,0,0,-2.00E-08
8230,0,36.77188524,-3.1465134
43433,500,34.65294448,-11.10267439
62188,500,38.189668,-6.84613413
19,50,39.73442461,-10.56919171
26577,30,36.98516699,-3.56223676
68887,0,34.33972708,-8.61393801
9382,0,30.03804351,-4.77413286
65238,0,34.67761089,-5.04209532
17897,0,33.45691647,-8.56654494
29744,0,36.83183178,-3.52725556
23987,0,31.45298632,-2.13334776
26655,0,33.72743813,-8.95106078
17978,0,36.94719085,-2.9594595
51558,0,36.41670102,-6.22015672
48007,0,37.04899808,-5.84463878
25534,200,34.4015168,-9.61540484
13969,0,33.35584599,-4.02026539
39548,250,30.20482368,-4.50371347
25143,300,36.95971049,-7.69740663
25736,0,36.84681264,-3.36932707
17516,0,33.46719471,-2.15195843
66980,0,33.10638261,-4.8807539
45444,0,36.65697271,-8.13354916
59310,0,0,-2.00E-08
59102,7200,35.91834892,-3.17692667
61883,500,36.48669063,-8.0823985
93,0,35.63182868,-10.26251276
15988,0,34.58307637,-9.0613773
19304,50,39.18336934,-8.14122174
44092,20,36.88414665,-11.44710356
66242,0,36.23490716,-6.17159079
51611,50,36.96195662,-11.3119134
53847,0,36.72938267,-6.08425531
67634,1500,37.54983568,-3.54812862
24757,0,37.33476236,-3.30046366
37524,10,35.66085777,-3.3252079
16341,0,34.21765613,-2.97432722
39176,0,36.35436543,-8.81788385
24836,0,35.33758379,-10.45739934
73470,0,33.42849515,-7.45825658
11533,0,32.8186052,-4.27140543
74217,20,36.68729462,-3.58425942
7007,500,34.50392432,-9.87356716
4101,0,33.31855816,-2.6736728
17041,0,32.04720198,-8.86304324
38725,500,34.76969867,-9.12297853
39749,0,39.15988725,-6.90254757
62642,0,37.51103348,-3.26130463
49453,0,37.88913692,-4.26978864
63018,1200,34.99999697,-8.46718958
65932,10,39.30951061,-10.66709242
56863,2000,36.04384037,-10.99183394
23835,20,37.819264,-6.77130648
34870,50,38.11780585,-10.92589018
39915,10,36.92693499,-3.46538763
9736,0,32.88066822,-2.01163745
70019,0,33.82500278,-9.44602467
20984,0,33.09165496,-2.99658524
20132,0,32.65185323,-3.84954464
5963,0,33.64477524,-2.8630691
3740,6000,35.57900029,-7.86736004
26943,0,37.23667961,-7.10013213
43742,1000,37.32334128,-11.44864298
5784,0,30.62028881,-7.36693972
42548,2400,34.85214846,-8.66717288
5121,0,36.93386583,-7.13289579
57478,0,30.95668868,-2.7845813
58537,0,37.64666821,-3.79164451
3627,0,34.4797207,-9.72147456
4062,0,32.50846356,-2.54770471
15832,50,39.17840407,-6.93801296
34741,1000,34.83510749,-11.30350354
67097,0,37.06946585,-6.8202965
4437,10,37.48326369,-3.39258445
65817,0,37.0304035,-3.20928183
39559,0,39.04848579,-6.72041799
54412,0,34.3749434,-8.70124771
25344,0,38.83957764,-7.75992386
2301,0,37.35486229,-3.2451682
32844,0,35.94500825,-3.20935984
59874,0,31.82735182,-1.21231446
50233,0,39.17884933,-6.97320593
29639,0,33.24888389,-8.8435735
65584,5,37.27119332,-3.29718526
43808,0,33.01279745,-3.80931874
6788,0,35.87087695,-4.13690289
51220,0,0,-2.00E-08
16872,0,33.54222258,-9.17665663
66383,0,37.41089685,-3.44935828
58599,0,36.65918148,-3.30484906
29383,0,33.46966096,-3.6079163
36809,0,39.14943018,-7.65826289
29753,0,31.61498498,-1.2126409
72112,0,37.97008233,-9.61128322
34926,0,38.96698938,-9.99109379
59898,200,36.89839974,-7.85579928
779,1200,34.84505919,-8.58236567
68126,0,36.02607935,-8.54589527
48102,0,39.49151322,-8.88165906
24794,0,33.44574404,-8.75232028
29771,0,33.52797453,-2.82067589
29052,3600,29.82376296,-4.87487688
4923,0,33.88927158,-9.26773755
38642,0,39.57054828,-10.90308413
27079,0,33.00045117,-8.38308888
60111,500,34.78207959,-9.12239269
12478,0,36.85403955,-3.45504725
67155,0,33.81341932,-3.83221112
54733,0,38.24224578,-11.13603413
45654,0,36.69906756,-8.08846585
54678,500,34.70473384,-9.20234087
1439,0,39.07821972,-9.86254017
16313,0,33.28236873,-3.85714836
6735,1500,37.89366796,-4.34519815
3328,0,38.67500341,-6.40813861
1220,0,31.52611967,-1.63276881
57970,0,30.87464627,-3.1403549
44204,0,37.63139468,-3.12675292
63675,0,35.68945716,-3.02923374
40519,0,37.17327799,-11.09305121
66382,0,35.76409768,-10.47927001
45386,0,37.8425512,-9.52034219
43604,0,38.51700167,-5.59165039
59053,200,38.24712015,-4.5582006
1030,0,31.1714637,-6.33743009
52677,0,33.46572835,-3.79671202
1738,500,36.68246487,-8.31732974
19548,0,30.7575028,-2.54204907
30897,1000,34.77865965,-9.49554502
27523,20,38.97994393,-7.95432001
815,0,36.65124906,-3.34432933
14910,0,37.59859374,-3.11107714
11184,0,34.03993717,-5.14681033
49071,0,36.25461787,-2.90751657
22000,0,32.88151654,-3.27751494
60074,0,30.38713168,-5.10792723
60374,50,36.67331251,-3.35811482
25913,0,35.59538597,-6.4395627
6205,0,39.40299419,-7.10135725
48390,0,36.66190504,-3.59727464
3980,200,36.9842302,-6.12962635
11905,0,37.07324427,-3.0049507
45320,0,35.00739367,-9.50647981
31264,30,40.10847456,-10.27672535
16537,0,32.23969163,-3.36690118
9096,0,31.62715349,-1.21680448
33104,500,36.13462601,-10.21443688
11754,0,33.92608597,-3.69931833
4147,50,36.96560789,-10.79699534
53577,1500,37.88986452,-4.36732057
42476,1200,35.00818338,-8.464787
68995,0,39.00497633,-10.80867395
32255,30,38.98411519,-6.5532638
8699,500,35.14300047,-9.2600308
1203,0,31.16922705,-7.102952
70666,0,33.4478015,-3.24751324
26293,0,39.43371534,-7.09627911
44358,0,37.60416022,-3.24463312
64687,0,30.83762891,-3.64201467
71489,0,33.98362709,-1.48524922
61994,0,36.77912479,-3.52920727
42306,0,31.55517538,-7.66514101
67453,0,36.64845034,-3.33966151
11581,50,38.60065259,-10.6347662
14123,750,30.10273337,-4.50713784
18266,0,31.80724315,-1.28454595
59263,10,35.85723778,-3.27581345
6387,0,33.23896133,-8.82142407
28359,0,38.84415565,-5.27095179
17571,0,34.82528843,-4.50932743
53558,0,36.7676484,-3.36785133
66967,0,33.12878044,-3.7849058
72238,0,38.24505193,-4.6619485
12207,450,37.20540435,-3.18887189
68495,0,33.60788087,-2.67942163
19283,300,35.09692286,-9.08118607
38565,0,38.11997743,-10.92611097
3522,0,33.5328196,-3.59574863
21927,0,33.24316217,-8.83605681
60029,0,40.18009415,-10.29430628
26851,0,38.34557798,-4.7494209
41968,25,39.58807065,-9.83372178
38379,50,35.75921856,-7.16360762
54983,0,33.05290406,-3.86294405
68333,200,36.76071536,-8.96319839
65944,0,38.89308551,-6.5605825
5947,0,32.48621516,-7.87280492
42347,0,38.01900608,-7.26866031
67371,0,34.46501624,-8.68427697
64048,0,35.33581003,-4.38214578
42733,0,37.56776372,-6.90224954
4133,0,33.6605602,-8.98619944
50124,0,35.80320256,-8.78741457
69502,0,38.83858791,-6.72825787
45876,0,33.66509152,-8.99872192
52402,0,33.83080117,-9.15684326
24691,40000,35.40879448,-8.11294506
67950,0,34.24695325,-9.37148289
19232,0,37.59855768,-3.25022121
65266,50,35.43676476,-4.21202061
48401,200,36.28278515,-7.35113771
53972,0,34.81910548,-11.10229734
59369,0,36.3521916,-8.78736302
21737,25,31.02011166,-7.48850571
13211,0,34.88710801,-5.08919537
63864,2000,35.91395802,-7.71758867
30174,500,34.78081095,-9.13627542
70930,50,38.75638427,-10.60630124
36823,0,33.25824958,-6.84217298
63746,0,34.03537789,-8.85924383
24331,50,38.78819288,-6.64092051
41174,0,31.75690383,-2.81886868
70070,12000,35.34810051,-9.89158573
31332,0,34.85735486,-8.1386234
11011,0,39.22813309,-7.32666569
12245,500,37.08265447,-6.87248615
68493,0,37.60550564,-3.27796788
5946,200,34.98635681,-9.0881705
27334,0,36.69688079,-5.99319228
60626,0,34.90730493,-4.02988782
69018,100,39.13540896,-6.91390781
49196,0,33.90449057,-9.31479104
26839,500,36.02151061,-10.53427849
58681,300,39.11203037,-10.90191427
70584,0,33.26558713,-3.87439647
6758,0,34.30392413,-3.17637233
65476,500,29.69282676,-4.7475472
63687,50,38.85538191,-6.78131392
49678,0,35.07990174,-10.80409189
57948,0,38.90402162,-7.31978574
42350,3000,34.79339337,-9.72901698
4526,0,38.7909743,-7.27108392
51133,200,38.25670091,-4.5638397
70054,0,32.89848608,-4.10007773
48080,50,34.66827981,-4.66060583
12552,0,39.00010861,-7.10179035
52707,0,33.09696393,-8.91545457
68660,0,33.13340374,-3.23459106
64257,0,30.62278791,-3.56992741
46719,0,31.51069241,-7.83669775
17219,0,38.05373317,-4.27929971
29658,0,35.52795009,-6.06749222
14992,20,36.81280558,-3.48722933
56386,0,32.87469644,-1.92916438
8757,200,36.99765607,-7.59014094
13727,0,34.66643661,-1.38298879
22928,500,38.07832005,-4.48076136
63748,50,34.34938384,-4.34943584
42195,0,36.55646735,-6.37243735
36067,200,29.64793205,-4.76804596
54113,1500,34.62141989,-4.59221358
59405,500,34.67564069,-9.18968342
62511,0,39.61838747,-10.04794964
23315,0,33.45195532,-3.54440659
40509,0,35.24947251,-5.80574788
45093,0,36.1945552,-6.14614159
45889,0,33.32829159,-3.15937362
71634,0,32.88778684,-4.21969903
15250,0,31.06049127,-7.75288928
32245,0,37.71138317,-9.69904756
3777,500,31.51670542,-8.18619122
71658,0,38.54516639,-5.25727852
48546,0,33.19362237,-8.93950556
11957,0,33.8495207,-8.82302461
49862,0,36.91578552,-3.55049322
38775,0,33.52206697,-3.87833847
66760,0,33.24683363,-4.21637305
61574,0,32.48102458,-2.34388649
57395,0,35.01494868,-5.01689148
21830,0,33.98649901,-1.49075217
18225,0,35.00284765,-9.51626067
25165,0,38.26204353,-4.6675996
67199,0,32.20144687,-2.45428074
22385,0,38.22917276,-4.79319402
4636,500,34.49341359,-9.84568307
35726,20,38.4059458,-6.12010157
6939,0,34.08777811,-3.09536601
31692,0,39.38913797,-7.10763364
47016,0,37.61765733,-6.70295524
53147,20,38.59841982,-10.11745269
27776,0,31.83004879,-1.28284016
17242,50,38.7854576,-5.17532431
53218,0,38.78423244,-5.11538727
60433,0,32.26134425,-3.85306228
48033,0,35.79284444,-4.51556434
58642,0,37.79482782,-10.08249511
7420,50,38.75159512,-10.32506494
11811,1000,31.17657926,-7.84847244
54548,0,37.55061829,-3.28840021
54848,0,39.44163826,-6.90190842
32336,0,39.25586996,-7.41749909
26535,1000,37.1240366,-10.79262244
71856,0,37.3845057,-3.29510498
53518,250,30.29392803,-4.57232332
11087,200,34.02816938,-9.14435762
14701,0,37.33750934,-3.29445697
11447,50,38.99315731,-9.25518964
23819,200,38.88491495,-6.51620381
27069,0,37.95085516,-4.13497676
21064,0,38.90877855,-6.44305304
36711,0,33.94732577,-9.44325017
37750,0,35.89378179,-6.38347804
47102,20,39.02538594,-7.4206565
13734,200,36.8938688,-7.85364993
50708,1000,37.88838341,-4.12677766
38763,0,36.49807768,-7.03154219
38220,250,29.91365688,-4.45507773
5060,250,30.0721801,-4.3241225
29153,0,39.11931398,-9.90286201
53985,0,32.77056167,-4.25968622
6519,500,37.58822234,-3.75997333
47117,0,35.13611688,-10.74999138
20625,0,0,-2.00E-08
46110,0,37.9228468,-9.89920556
72474,300,36.94933741,-7.70517682
623,0,39.95981636,-10.16058464
27561,0,35.21865697,-10.8140368
52067,0,36.96582154,-3.32106957
6757,50,37.04407976,-7.55501198
54596,0,33.05168302,-3.91752002
67545,0,33.52741962,-2.83350351
51355,0,33.61860112,-4.26373615
28846,0,38.42991551,-5.00758563
13685,500,36.12458333,-8.31955912
7863,0,32.31003605,-8.87988853
55543,0,37.60017121,-3.477757
63908,0,34.48010737,-9.68703952
23407,0,38.6379396,-5.30721266
57452,0,36.04431196,-10.69588398
42339,500,34.67756553,-9.29217
42491,0,36.96414702,-3.34740782
27128,0,0,-2.00E-08
28741,0,35.42447999,-8.25902787
7936,0,31.75404436,-1.33369854
40427,0,38.53662232,-10.70236514
64144,30,38.32831948,-6.46228226
15188,0,33.19288483,-3.86590618
25220,250,30.15802804,-4.4842508
59031,0,38.74481472,-7.05661653
69979,0,30.7932219,-1.36886109
25199,0,33.81524867,-3.44214478
70644,0,34.67368024,-11.12343114
7841,0,35.09244598,-4.70215152
32699,0,32.73128806,-3.82546752
25339,0,35.8033711,-4.60465381
53106,0,35.80132553,-4.56498639
39953,0,31.89493405,-3.44166124
22679,0,34.01613266,-8.85496293
32012,0,34.29157805,-1.67766041
35007,0,38.88593156,-5.67943677
19409,0,0,-2.00E-08
54670,0,35.84015138,-8.95262633
36702,0,34.17887054,-9.34143877
57293,0,33.25045393,-3.74702273
50001,0,34.31717479,-1.83421944
6002,50,39.11655424,-6.89004147
46231,0,36.75916018,-3.41939862
10342,1200,34.1115539,-8.84645501
54599,0,34.25644023,-2.9958472
26302,2000,36.08483856,-10.9138826
24052,0,31.50434571,-1.38578104
11362,0,34.32154177,-3.15696421
4554,500,36.7256787,-8.9213978
3873,0,38.97356376,-7.04104642
1856,0,38.71281967,-5.11619226
19574,500,37.23245087,-10.95524842
3843,50,33.96307757,-1.76501198
71216,0,31.69514651,-2.53075133
42487,300,37.67524025,-3.61321707
19869,0,37.36406257,-3.28148687
71891,0,33.53642426,-3.6024107
5875,0,38.85296314,-10.02970191
63423,6,37.48989428,-3.33275629
38537,0,0,-2.00E-08
880,0,37.61516508,-6.13876222
28306,1200,36.81736271,-10.59052702
69377,0,32.45293726,-3.63898301
492,0,33.51813022,-3.45445766
11641,0,33.11236992,-9.22787315
69883,7,37.22321463,-3.27186256
8709,20,37.34028687,-3.32005312
8316,0,34.9090624,-2.23971058
32164,500,34.62732988,-9.0187366
49888,50,38.68873692,-10.54666682
17809,0,36.09392434,-8.37383633
71837,0,34.18813213,-3.18222311
36267,0,0,-2.00E-08
64333,50,34.69893606,-4.30233993
39105,5,40.34519307,-10.49578459
13866,0,32.6482678,-3.73395582
42943,0,32.70635561,-4.12138622
42959,20,39.32440422,-9.94576837
27736,0,35.58055715,-6.69601536
68179,0,31.17302557,-1.56028832
19672,0,33.07333157,-9.4257021
37322,200,37.91758089,-4.51404171
42431,200,34.46720492,-9.60961559
25766,0,32.8356512,-4.87377259
70897,0,31.81774569,-8.39023469
61759,50,40.14849132,-10.3085438
64031,500,34.79124481,-9.08448985
18488,1000,38.35606753,-4.7242895
13501,0,37.28742845,-3.24695351
26856,0,38.84709509,-6.58966561
59448,0,30.92891601,-1.34052484
56471,0,35.49199897,-4.4006049
17287,0,0,-2.00E-08
8080,30,39.97562125,-10.40988387
27799,0,0,-2.00E-08
35558,0,39.15542431,-11.02520037
63978,0,35.33852576,-3.98266954
45566,0,38.61905949,-10.7952992
61039,0,34.03356563,-3.28117787
71895,0,32.98957441,-2.682506
968,0,36.64870859,-3.34722743
3995,0,36.51608838,-8.09719899
1604,0,31.83729936,-8.35209396
53188,0,34.14457925,-2.95651324
5562,500,36.99682521,-7.59934122
10976,0,35.11376403,-5.87831098
18814,0,35.80970965,-8.78069049
43732,500,38.23641817,-4.4836218
72282,0,36.0554789,-3.52802643
69101,0,35.04099551,-4.64738099
25947,0,31.51247434,-1.54851555
43149,0,36.68181336,-8.15429792
50383,1000,36.06279717,-10.63982117
49431,50,39.27078821,-11.0190739
45744,0,34.36963401,-8.7387419
18848,0,33.15133011,-2.75755562
711,0,34.97084936,-4.84223317
6044,0,35.93791175,-6.13539848
2940,50,39.58169206,-9.7257709
57305,0,35.61637401,-5.41738797
58286,0,34.30308178,-3.1860387
66643,0,36.18107383,-6.71901889
12756,0,37.31231195,-3.23726621
15545,0,38.95340262,-7.83285197
47221,0,33.14853021,-3.95792936
2414,0,34.45988708,-1.70540946
11497,0,33.63814585,-8.8559279
71236,0,34.12826279,-1.98819412
26174,0,38.91683883,-5.56419578
